ORG. JUR,RAZON SOCIAL,NIT,MUN-COMERCIAL,CIIU-1,CIIU-2,CIIU-3,CIIU-4,ACTIVIDAD,NOMBRE PROPIO,NOMBRE REPRESENTANTE LEGAL
1,VILLALBA SAAVEDRA RAMIRO,961240786,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,C2592 ** Tratamiento y revestimiento de metales  mecanizado,,,COMERCIO AL POR MENOR DE PRODUCTOS DE FERRETERIA,,
1,OSMA BALLESTEROS RUBIEL,10942445190,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,G4663 ** Comercio al por mayor de materiales de construccion  articulos de ferreteria  pinturas  productos de vidrio  equipo y materiales de fontaneria y calefaccion,,,COMERCIO AL POR MENOR DE ARTÍCULOS DE FERRETERÍA  COMERCIO AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN.,,
1,AFANADOR RAMIREZ MAIRA ALEJANDRA,10987609398,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,,,,COMERCIO AL POR MENOR DE ARTíCULOS DE FERRETERíA  PINTURAS Y PRODUCTOS DE VIDRIO,,
1,CASTELLANOS ROMAN ELISABETH,376191667,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,,,,COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA  PINTURAS Y PRODUCTOS DE VIDRIOS.,,
2,EL TORNILLO.COM,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,,,,VENTA DE TORNILLOS,SERVIGRUAS LEAL S.A.S,
2,VIDRIOS & VIDRIOS FAJARDO,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,,,,VENTA DE VIDRIOS PARA PUERTAS Y VENTANAS,FAJARDO PERDOMO WILLINTON,
2,M & S CONSTRUCENTER,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,H4923 ** Transporte de carga por carretera,,,COMERCIO AL POR MAYOR DE MATERIALES DE CONSTRUCCION  ARTICULOS DE FERRETERIA  PINTURAS  PRODUCTOS DE VIDRIO  EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION TRANSPORTE DE CARGA POR CARRETERA,RICARDO MORALES AREVALO,
2,CERRAJERIA  DUPLIEXPRESS,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,,,,CERRAJERíA,MENDOZA RODRIGUEZ NAREN MARIANA,
2,CONSTRUCOLOR SARAVENA,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,,,,1. COMERCIO AL POR MENOR DE ARTÍCULOS DE FERRETERÍA  PINTURAS Y PRODUCTOS DE VIDRIO EN ESTABLECIMIENTOS ESPECIALIZADOS.,JAIMES LIZCANO LUIS MARTIN,
2,FERRESARARE,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,R9311 ** Gestion de instalaciones deportivas,,,COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA  PINTURAS Y PRODUCTOS DE VIDRIO EN ESTABLECIMIENTOS ESPECIALIZADOS,CRUZ SANCHEZ LUVAN ANTONIO,
2,TORNIHERRAMIENTAS A & T,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,,,COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA  PINTURAS Y PRODUCTOS DE VIDRIO EN ESTABLECIMIENTOS ESPECIALIZADOS. COMERCIO AL POR MENOR DE PARTES  PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES.,ALVAREZ FUENTES ALBERTH JOHANY,
2,ELECTROXON SU ALIADO,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,M6920 ** Actividades de contabilidad  teneduria de libros  auditoria financiera y asesoria tributaria,,,1. COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA  PINTURAS Y PRODUCTOS DE VIDRIO EN ESTABLECIMIENTOS ESPECIALIZADO 2. ACTIVIDADES DE CONTABILIDAD  TENEDURIA DE LIBROS  AUDITORIA FINANCIERA Y ASESORIA TRIBUTARIA,CARRILLO MARIA NOHELIA,
2,FERRECONSTRUCTOR SEGURA LEAL,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,,,,1. COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA,LEAL TARAZONA SANDRA YANETH,
2,DISTRIELECTRICOS E & D,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,,,,COMERCIO AL POR MENOR DE ARTíCULOS DE FERRETERíA  PINTURAS,OSMA BALLESTEROS ALIRIO,
2,DEIFAN ALUMINIOS,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,C2511 ** Fabricacion de productos metalicos para uso estructural,C2310 ** Fabricacion de vidrio y productos de vidrio,,COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA  PINTURAS Y PRODUCTOS DE VIDRIO,FERNANDEZ SOMOZA DEIFAN,
2,FERRESUMINISTROS ROA,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,G4652 ** Comercio al por mayor de equipo  partes y piezas electronicos y de telecomunicaciones,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,C3313 ** Mantenimiento y reparacion especializado de equipo electronico y optico,1. COMERCIO AL POR MENOR DE ARTÍCULOS DE FERRETERÍA  PINTURAS Y PRODUCTOS DE VIDRIO EN ESTABLECIMIENTOS ESPECIALIZADOS  COMERCIO AL POR MAYOR DE EQUIPO  PARTES Y PIEZAS ELECTRONICOS Y DE TELECOMUNICACIONES  COMERCIO AL POR MENOR DE ELECTRODOMÉSTICOS Y GASODOMÉSTICOS  MUEBLES Y EQUIPOS DE ILUMINACIÓN EN ESTABLECIMIENTOS ESPECIALIZADOS  MANTENIMIENTO Y REPARACION ESPECIALIZADO DE EQUIPO ELECTRONICO Y OPTICO,ROA GAMBOA WILSON HERNANDO,
2,MUNDO DEL MUEBLE DISMAD,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,,,,COMERCIO DE MUEBLES Y ENCERES EN MADERA,JURADO LABARCA DIANA KARINA,
2,TORNI MOTOS & MAS,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,,,COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA COMERCIO AL POR MENOR DE PARTES PARA VEHICULOS,MONROY ARCILA GUSTAVO,
2,VIDRIERIA Y MARQUETERIA GALAXIA,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,,,,VIDRIERIA  MARQUETERIA Y ALUMINIO,RODRIGUEZ VILLALBA JHON FREDDY,
2,PEGO PIEDEMONTE,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,,,,FABRICACION DE PEGO. COMERCIO CEMENTO Y ARENA.,LEON GONZALEZ HENRY,
2,VIDRIERIA OLIMPICA  M&M,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,,,,1. COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA  PINTURAS Y PRODUCTOS DE VIDRIO EN ESTABLECIMIENTOS ESPECIALIZADOS,ZURYSADAY SANTIAGO NAVARRO,
2,MEGACEROS DEL ORIENTE,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,,,,COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA  PINTURAS Y PRODUCTOS DE VIDRIO EN ESTABLECIMIENTOS ESPECIALIZADOS,SERRANO FLOREZ MARTHA LILIANA,
2,LA TIENDA AGROPECUARIA BRICEÑO FAJARDO,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados,,,COMERCIO DE ARTÍCULOS DE FERRETERÍA E INSUMOS VETERINARIOS,FAJARDO AMADO LISETH PAOLA,
2,FERRETERÍA 4 DE DICIEMBRE,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,,,,COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA  PINTURAS Y PRODUCTOS DE VIDRIO EN ESTABLECIMIENTOS ESPECIALIZADOS,AMAYA NUÑEZ HENRY SAMUEL,
2,FERRETERIA SUPER BOYACA,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,G4663 ** Comercio al por mayor de materiales de construccion  articulos de ferreteria  pinturas  productos de vidrio  equipo y materiales de fontaneria y calefaccion,,,1. COMERCIO AL POR MENOR DE ARTÍCULOS DE FERRETERÍA  PINTURAS Y PRODUCTOS DE VIDRIO 2. COMERCIO DE MATERIALES DE CONSTRUCCIÓN,DURAN PINTO ALEXANDER,
2,DOTACIONES Y SUMINISTROS EXDOCOL,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,G4761 ** Comercio al por menor de libros  periodicos  materiales y articulos de papeleria y escritorio  en establecimientos especializados,G4799 ** Otros tipos de comercio al por menor no realizado en establecimientos  puestos de venta o mercados,M7310 ** Publicidad,COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA  PINTURAS Y PRODUCTOS DE VIDRIO COMERCIO AL POR MENOR DE LIBROS  PERIODICOS  MATERIALES Y ARTICULOS DE PAPELERIA Y ESCRITORIO OTROS TIPOS DE COMERCIO AL POR MENOR NO REALIZADO EN ESTABLECIMIENTOS  PUESTOS DE VENTA O MERCADOS PUBLICIDAD,VILLAMIZAR LIZARAZO ARELYS,
2,MEGAFINCA DEL SARARE,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,G4664 ** Comercio al por mayor de productos quimicos basicos  cauchos y plasticos en formas primarias y productos quimicos de uso agropecuario,,,1. COMERCIO DE ALAMBRE Y MATERIAL GALVANIZADO 2. INSUMOS DE SALES MINERALIZADAS,RUBIO TOVAR FAYBER ADRIAN,
2,SURTI-VARIEDADES MILENIUM J.R,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,G4664 ** Comercio al por mayor de productos quimicos basicos  cauchos y plasticos en formas primarias y productos quimicos de uso agropecuario,,,COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA  PINTURAS Y PRODUCTOS DE VIDRIO EN ESTABLECIMIENTOS ESPECIALIZADOS COMERCIO AL POR MAYOR DE PRODUCTOS QUIMICOS BASICOS  CAUCHOS Y PLASTICOS EN FORMAS PRIMARIAS Y PRODUCTOS QUIMICOS DE USO AGROPECUARIO,RINCON ROSA FANNY,
2,CENTRAL DE VIDRIOS Y ALUMINIOS CASTAÑO JJMS,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,,,,COMERCIO DE VIDRIOS  ALUMINIOS  POLICARBONATOS SERVICIOS DE MARQUETERIA Y ACTIVIDADES RELACIONADAS.,ASCANIO CASTAÑO JUAN,
2,ELECTROSARARE,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,G4759 ** Comercio al por menor de otros articulos domesticos en establecimientos especializados,N8299 ** Otras actividades de servicio de apoyo a las empresas n.c.p.,,COMERCIO DE ARTÍCULOS ELÉCTRICOS PARA INSTALACIONES ELÉCTRICAS.,CORREA SANCHEZ MARIO SAID,
2,HEFZI-BA & CIA,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,,,,COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA  PINTURA Y PRODUCTOS DE VIDRIO EN ESTABLECIMIENTOS ESPECIALIZADOS,BAUTISTA MALDONADO FREDDY OMAR,
2,TERMISACS,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,H5320 ** Actividades de mensajeria,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,G4645 ** Comercio al por mayor de productos farmaceuticos  medicinales  cosmeticos y de tocador,COMERCIO DE CIELO RASO EN PVC CON ESTRUCTURAS GALVANIZADAS  SERVICIO A DOMICILIO  COMERCIO DE EQUIPOS DE ILUMINACION Y VENTA DE TAPABOCAS,MATEUS JIMENEZ YILKA ZHARICK,
2,SUMINISTROS OBRA BLANCA,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,,,,COMERCIO DE ARTICULOS DE FERRETERIA Y PINTURA,NOVOA GIRALDO MORELY GERALDIN,
16,SERVIGRUAS LEAL S.A.S,9010029081,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,H4923 ** Transporte de carga por carretera,N7710 ** Alquiler y arrendamiento de vehiculos automotores,H5229 ** Otras actividades complementarias al transporte,,,LEAL RANGEL YERSIN
2,FERRETERIA ZAMIR,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,H4923 ** Transporte de carga por carretera,G4663 ** Comercio al por mayor de materiales de construccion  articulos de ferreteria  pinturas  productos de vidrio  equipo y materiales de fontaneria y calefaccion,,COMERCIO DE ARTÍCULOS DE FERRETERÍA  PINTURA Y PRODUCTOS DE VIDRIO  EQUIPOS Y MATERIALES DE FONTANERÍA Y CALEFACCIÓN  SERVICIO DE TRANSPORTE DE CARGA POR CARRETERA,AREVALO LOPEZ ZAMIR ALFONSO,
2,FERRETERIA EL BUMANGUES,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,,,,COMERCIO DE ARTÍCULOS DE FERRETERIA  PINTURAS Y PRODUCTOS DE VIDRIO,ROJAS LOZADA LEONOR,
2,CENTRO DE SOLUCIONES DO'SANTOS,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,K6615 ** Actividades de los profesionales de compra y venta de divisas,A0150 ** Explotacion mixta (agricola y pecuaria),,COMERCIO DE ARTICULOS DE FERRETERIA Y MATERIALES PARA CONSTRUCCIÓN. ACTIVIDADES DE LOS PROFESIONALES DE COMPRA Y VENTA DE DIVISAS. EXPLOTACIÓN MIXTA AGRÍCOLA Y PECUARIA.,SANTOS RUIZ DAVID ELIEZER,
2,SALA CENTRAL DE CERAMICA,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,G4663 ** Comercio al por mayor de materiales de construccion  articulos de ferreteria  pinturas  productos de vidrio  equipo y materiales de fontaneria y calefaccion,,,COMERCIO DE TODO TIPO DE CERAMICA  MATERIALES Y ARTICULOS PARA CONSTRUCCION  ARTICULOS DE FERRETERIA  ENSERES PARA EL HOGAR.,CENTRAL DE MATERIALES SAS,
2,SOLOAGRO MAQUINARIA AGRÍCOLA,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,G4664 ** Comercio al por mayor de productos quimicos basicos  cauchos y plasticos en formas primarias y productos quimicos de uso agropecuario,G4620 ** Comercio al por mayor de materias primas agropecuarias  animales vivos,K6499 ** Otras actividades de servicio financiero  excepto las de seguros y pensiones n.c.p.,COMERCIO DE ARTíCULOS DE FERRETERíA  COMERCIO DE INSUMOS AGROPECUARIOS  COMERCIO DE PRODUCTOS CíTRICOS  CORRESPONSAL DE BANCOLOMBIA,FLOREZ CALDERON ROBINSON JOHAN,
2,FERRETERÍA LA 12M,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,G4663 ** Comercio al por mayor de materiales de construccion  articulos de ferreteria  pinturas  productos de vidrio  equipo y materiales de fontaneria y calefaccion,,,COMERCIO AL POR MENOR DE ARTÍCULOS DE FERRETERÍA  PINTURAS Y PRODUCTOS DE VIDRIO EN ESTABLECIMIENTOS ESPECIALIZADOS. COMERCIO AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN  ARTÍCULOS DE FERRETERÍA  PINTURAS  PRODUCTOS DE VIDRIO  EQUIPO Y MATERIALES DE FONTANERÍA Y CALEFACCIÓN,FLOREZ RODRIGUEZ MARIO ALBERTO,
2,AGROBARRANCONES,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados,G4664 ** Comercio al por mayor de productos quimicos basicos  cauchos y plasticos en formas primarias y productos quimicos de uso agropecuario,,EL COMERCIO AL POR MENOR DE PRODUCTOS FARMACéUTICOS VETERINARIOS  INSUMOS AGRíCOLAS  ARTíCULOS DE FERRETERíA,MORALES PINEDA DONAY,
2,FERRETERIA NEW WORD,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,G4663 ** Comercio al por mayor de materiales de construccion  articulos de ferreteria  pinturas  productos de vidrio  equipo y materiales de fontaneria y calefaccion,,,COMERCIO DE MATERIALES DE CONSTRUCCION  ARTICULOS DE FERRETERIA  PINTURAS Y PRODUCTOS DE VIDRIO,TELLEZ FONTECHA LUIS ENRIQUE,
2,TABLAS CENTER,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,,,,COMERCIO AL POR MENOS DE TRIPLE  MELAMINA MDF  BÓXER COLBON CERRAJERÍA Y OTROS,ACEVEDO CARRILLO EDUAR GENARO,
2,CENTRAL DE ELECTRICOS BIENES Y SERVICIOS,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,F4321 ** Instalaciones electricas,F4330 ** Terminacion y acabado de edificios y obras de ingenieria civil,,COMERCIO DE ARTICULOS FERRELECTRICOS   SERVICIO DE INTALACIONES  MANTENIMIENTO Y REPARACION DE REDES ELECTRICAS  DISEÑOS Y PLANOS ELECTRICOS,GUERRERO GRIMALDO JEFFRY,
2,FERREALUMINIOS GALAXIA,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,,,,Comercio al por menor de artículos de ferretería  pinturas y productos de vidrio,QUIROGA BERMUDEZ JUNETH SORLEY,
2,FERRETERIA LA CAMPANA,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,,,,COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA  PINTURAS Y PRODUCTOSDE VIDRIO EN ESTABLECIMIENTOS ESPECIALIZADOS  TRANSPORTE DE CARGA POR CARRETERA,OSORIO LOPEZ MARIA AMPARO,
2,FERRETERIA VEN Y VE,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,,,,COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA  PINTURAS,SEGURA CASTEBLANCO GABRIEL,
2,CENTRAL DE MATERIALES,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,,,,COMERCIO AL POR MENOR DE ARTÍCULOS DE FERRETERÍA  PINTURAS Y MATERIALES PARA LA CONSTRUCCION EN ESTABLECIMIENTOS ESPECIALIZADOS.,CENTRAL DE MATERIALES SAS,
2,MINIFERRETERIA JORDAN,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,,,,VENTA DE ARTICULOS Y MATERIALES PARA LA CONSTRUCCION,FORERO ANTONIO HELY,
2,FERRETERIA LA CASA DEL PINTOR,,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,,,,COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA  PINTURAS Y PRODUCTOS DE VIDRIO EN ESTABLECIMIENTOS ESPECIALIZADOS.,ARIZA MACIAS MARIO,
16,PRODUCCIONES SAYAL SAS,9007190201,81736 - SARAVENA,R9007 ** Actividades de espectaculos musicales en vivo,R9008 ** Otras actividades de espectáculos en vivo n.c.p.,R9006 ** Actividades teatrales,,,,ANGARITA ALDO FREDY
16,CONSTRUCOLOR S.A.S,9010916861,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,M7020 ** Actividades de consultoria de gestion,G4761 ** Comercio al por menor de libros  periodicos  materiales y articulos de papeleria y escritorio  en establecimientos especializados,M7310 ** Publicidad,,,TELLES VILA GERSON FABIAN
16,FERREINDUSTRIAL HSEQ SAS ZOMAC,9011773415,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,G4663 ** Comercio al por mayor de materiales de construccion  articulos de ferreteria  pinturas  productos de vidrio  equipo y materiales de fontaneria y calefaccion,F4390 ** Otras actividades especializadas para la construccion de edificios y obras de ingenieria civil,N7730 ** Alquiler y arrendamiento de otros tipos de maquinaria  equipo y bienes tangibles n.c.p.,,,OSMA BALLESTEROS RUBIEL
16,CENTRAL DE MATERIALES SAS,9012430651,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,G4649 ** Comercio al por mayor de otros utensilios domesticos n.c.p.,H4923 ** Transporte de carga por carretera,L6810 ** Actividades inmobiliarias realizadas con bienes propios o arrendados,COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA  PINTURAS Y PRODUCTOS DE VIDRIO EN ESTABLECIMIENTOS ESPECIALIZADOS ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS,,AREVALO OCHOA CINDY XIMENA
16,DISTRIBUIDORA EL PICASO S.A.S ZESE,9013588991,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,G4663 ** Comercio al por mayor de materiales de construccion  articulos de ferreteria  pinturas  productos de vidrio  equipo y materiales de fontaneria y calefaccion,,,COMERCIO AL POR MAYOR DE MATERIALES DE CONSTRUCCION Y ARTICULOS DE FERRETERIA.,,CRUZ SANCHEZ JUAN BAUTISTA
16,IMPORTADORA Y SUMINISTROS DON SIMÓN SAS,9014816057,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,G4663 ** Comercio al por mayor de materiales de construccion  articulos de ferreteria  pinturas  productos de vidrio  equipo y materiales de fontaneria y calefaccion,,,COMERCIO DE ARTICULOS DE FERRETERIA Y MATERIALES DE CONSTRUCCION.,,CRUZ SANCHEZ JUAN BAUTISTA
16,COMERCIALIZADORA Y DISTRIBUIDORA FERRESARARE SAS ZESE,9015610829,81736 - SARAVENA,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,R9311 ** Gestion de instalaciones deportivas,G4761 ** Comercio al por menor de libros  periodicos  materiales y articulos de papeleria y escritorio  en establecimientos especializados,C2599 ** Fabricacion de otros productos elaborados de metal n.c.p.,COMERCIO DE ARTICULOS DE FERRETERIA.,,CRUZ SANCHEZ LUVAN ANTONIO
1,BASTO URBINA ESTEFANNY PAMELA,10324390099,81736 - SARAVENA,G4753 ** Comercio al por menor de tapices  alfombras y recubrimientos para paredes y pisos en establecimientos especializados,M7111 ** Actividades de arquitectura,,,VENTA DE ARTÍCULOS Y ACCESORIOS PARA USO DOMESTICO  TAPICES  ALFOMBRAS ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y OTRAS ACTIVIDADES CONEXAS DE CONSULTORIA TÉCNICA.,,
1,LEAL JAIMES FLORELIA,603370124,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,G4719 ** Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general)  bebidas (alcohólicas y no alcohólicas) y tabaco,,COMERCIO DE ELECTRODOMÉSTICOS  MUEBLES PARA EL HOGAR Y OFICINA. COMERCIO DE ARTÍCULOS DE FERRETERÍA Y MATERIALES PARA CONSTRUCCION. COMERCIO DE PRODUCTOS PARA EL HOGAR EN GENERAL.,,
2,ELECTROCREDITOS NIKOL,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,,,,COMERCIO AL POR MENOR DE ELECTRODOMESTICOS Y GASODOMESTICOS,ACEVEDO ESCOBAR JANETH ELVIRA,
2,ELECTRODOMESTICOS ZHAIDTH,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,,,,COMERCIO DE ELECTRODOMÉSTICOS Y ARTÍCULOS PARA EL HOGAR,SIERRA VELANDIA DAVID,
1,VELASQUEZ GOMEZ EDGAR STEVEN,10940442134,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,A0150 ** Explotacion mixta (agricola y pecuaria),,,COMPRA Y VENTA DE ELECTRODOMESTICOS,,
1,MONTAÑA MONTAÑA HOLMAN,10190721569,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,,,,COMPRA Y VENTA DE MUEBLES PARA EL HOGAR.,,
2,ELECTRODOMESTICOS DIGITAL STORE,,81736 - SARAVENA,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,,,,COMERCIO DE ELECTRODOMÉSTICOS Y GASODOMESTICOS  MUEBLES Y ARTÍCULOS PARA EL HOGAR,RAMIREZ PARRA ANGELA LILIANA,
